top,right,bottom,left,score,category,frame
52,586,476,257,0.95088184,person,148577
435,432,479,379,0.8293285,cup,148577
54,364,480,78,0.9860772,person,148866
49,583,479,266,0.96949077,person,149004
54,365,480,77,0.98639446,person,149089
56,616,474,273,0.95377564,person,149148
428,393,479,341,0.8265126,cup,149148
204,154,424,99,0.70709884,person,149249
266,406,310,294,0.53653663,truck,149249
255,505,284,476,0.5110017,car,149249
10,512,469,152,0.96152675,person,149372
70,457,472,90,0.8838624,person,149464
30,490,476,0,0.95393205,person,149549
21,585,472,294,0.7577589,dog,149735
30,509,478,5,0.98457,person,149970
33,590,472,302,0.69899756,person,150122
25,525,477,7,0.9914118,person,150285
25,605,474,319,0.77937615,dog,150589
33,461,472,0,0.97526485,person,150865
36,600,475,309,0.7415469,dog,150967
37,468,474,0,0.97260934,person,151044
210,158,425,102,0.7274311,person,151168
34,605,473,306,0.8644442,person,151353
26,473,472,4,0.97758377,person,151519
35,578,472,294,0.85985076,person,151639
35,491,479,4,0.9532782,person,151732
42,606,472,322,0.75573593,person,151804
342,478,477,407,0.6093043,tie,151804
44,617,480,320,0.56455004,dog,151804
36,489,479,5,0.9872104,person,151921
30,602,473,319,0.66406536,dog,152106
28,593,472,316,0.5738145,person,152106
26,480,473,6,0.98342204,person,152396
30,603,475,289,0.7441196,person,152610
33,477,474,3,0.96701175,person,152705
26,589,479,279,0.7490573,dog,152885
28,585,474,276,0.7270821,person,152885
35,469,478,1,0.9527261,person,153081
27,559,474,270,0.86509144,person,153195
33,498,479,3,0.9649357,person,153348
34,556,476,294,0.87936497,person,153515
323,192,386,157,0.68144786,car,153680
40,714,393,309,0.69090724,dog,153812
29,594,475,193,0.98829365,person,153875
205,153,432,100,0.7966212,person,154024
257,504,285,475,0.5824895,car,154024
30,455,476,0,0.9755831,person,154115
291,584,338,570,0.50541687,person,154329
26,695,478,309,0.545869,dog,154647
240,283,269,274,0.62544847,person,156482
151,139,280,28,0.82503533,person,156887
195,491,267,447,0.68779564,person,156887
182,196,272,159,0.65845215,person,156887
146,706,299,626,0.6339078,person,156887
234,329,378,193,0.5370633,person,156887
192,163,256,126,0.52895486,person,156887
53,543,479,289,0.9829719,person,157151
170,218,363,39,0.9310748,person,157151
174,707,357,610,0.71383107,potted plant,157151
221,719,368,633,0.5020088,potted plant,157151
49,695,475,430,0.9849462,person,157296
85,526,477,391,0.9152671,person,157616
81,87,272,1,0.81775737,potted plant,157616
80,618,472,491,0.7978294,person,157616
72,521,480,260,0.9555497,person,157934
93,660,473,467,0.9166465,person,157934
159,262,380,196,0.7849678,person,157934
177,306,348,257,0.6387511,person,157934
421,188,478,33,0.6213456,cup,157934
71,671,360,478,0.9297084,person,157988
86,496,355,334,0.8260964,person,157988
159,514,254,458,0.5860661,person,157988
123,458,205,410,0.5079184,person,157988
187,233,326,170,0.65506333,person,158027
148,683,242,621,0.59701055,person,158027
224,161,290,98,0.5763992,chair,158027
54,341,355,223,0.57179207,person,158027
43,533,472,366,0.91422236,person,158317
88,445,479,122,0.8912722,person,158317
177,205,276,168,0.74170536,person,158317
166,88,323,26,0.63923794,person,158317
213,718,278,674,0.5909551,person,158317
51,458,478,100,0.9265154,person,158638
118,227,404,68,0.86194813,person,158638
280,311,476,237,0.8374062,tie,158638
47,645,290,557,0.7536768,person,158638
340,475,477,431,0.5020839,chair,158638
49,564,476,17,0.97129846,person,158727
71,229,194,143,0.82774675,person,158727
88,113,176,34,0.70002836,person,158727
126,662,178,624,0.6554958,person,158727
289,499,477,426,0.98220885,tie,158800
59,682,476,320,0.97602975,person,158800
104,120,253,32,0.81282485,person,158800
186,657,261,587,0.7438276,person,158800
172,226,289,63,0.6705914,person,158800
128,197,212,127,0.56049067,person,158800
128,156,279,39,0.5386251,person,158800
51,568,477,22,0.963104,person,158860
120,626,168,569,0.8189472,person,158860
74,85,169,31,0.6889988,person,158860
40,443,472,60,0.96184343,person,158910
138,591,267,490,0.70564085,person,158910
80,438,168,387,0.6274637,person,158910
31,656,475,279,0.9644871,person,158957
259,493,477,411,0.9635061,tie,158957
99,86,232,0,0.893278,person,158957
67,311,234,233,0.8087317,person,158957
49,592,240,531,0.73751545,person,158957
122,241,266,105,0.654705,person,158957
214,272,323,123,0.60884917,laptop,158957
165,653,235,580,0.59569466,person,158957
95,172,194,126,0.5941475,person,158957
233,335,297,258,0.5626773,laptop,158957
47,573,476,48,0.9691508,person,159003
0,621,202,442,0.94991416,person,159003
264,494,477,409,0.9688647,tie,159066
32,655,474,281,0.95638853,person,159066
85,149,238,41,0.8249264,person,159066
54,584,238,521,0.7579548,person,159066
105,400,227,340,0.7192568,person,159066
246,326,296,263,0.6362823,laptop,159066
159,647,237,574,0.56607425,person,159066
99,239,257,77,0.5395986,person,159066
50,564,475,41,0.9314543,person,159218
59,129,192,37,0.71213806,person,159218
60,411,474,5,0.93065,person,160078
236,248,407,164,0.8222686,tie,160078
125,653,427,488,0.73824847,person,160078
120,358,178,316,0.6657885,person,160078
123,103,167,65,0.54855055,person,160078
255,717,445,595,0.5128363,chair,160078
266,444,357,346,0.7257937,person,160651
258,415,337,343,0.69274276,person,160651
89,720,476,421,0.66062635,person,160651
280,480,386,350,0.6407848,person,160651
194,130,331,47,0.59999657,person,160651
246,361,333,313,0.53923297,person,160651
88,303,354,156,0.8187934,person,160692
6,536,323,376,0.79735255,person,160692
85,712,225,609,0.75605744,person,160692
27,668,475,426,0.8965641,person,161300
107,195,358,10,0.7579427,person,161300
351,178,480,37,0.6034157,chair,161300
206,305,409,168,0.5599158,person,161300
172,613,395,509,0.5301909,tie,161300
355,678,424,653,0.51803917,book,161300
353,690,423,664,0.5087493,book,161300
44,627,475,394,0.9159833,person,161969
0,667,76,620,0.62748194,book,161969
174,506,448,439,0.56542623,tie,161969
0,693,74,643,0.5467789,book,161969
35,676,480,491,0.91268206,person,162089
242,151,356,109,0.8778111,tie,162089
143,242,479,0,0.79286057,person,162089
35,40,103,5,0.60110474,book,162089
36,60,104,27,0.56809795,book,162089
191,469,250,439,0.56573236,book,162089
194,482,251,454,0.5483766,book,162089
269,576,475,177,0.535296,couch,162089
36,81,104,44,0.51058537,book,162089
182,504,250,475,0.5094475,book,162089
235,299,343,244,0.7240061,tie,162304
114,391,377,141,0.6767384,person,162304
367,143,431,0,0.662609,book,162304
0,450,81,416,0.55114734,book,162304
0,465,81,429,0.54635465,book,162304
98,672,480,473,0.89752364,person,162524
233,151,348,107,0.8562815,tie,162524
134,271,473,6,0.66816115,person,162524
30,40,100,5,0.6105427,book,162524
185,470,247,438,0.5463152,book,162524
31,59,99,25,0.5378297,book,162524
30,86,100,42,0.5150773,book,162524
378,142,443,0,0.7428641,book,162739
243,302,368,246,0.6353024,tie,162739
2,450,94,414,0.60404396,book,162739
136,413,395,136,0.58539927,person,162739
2,463,94,430,0.58368474,book,162739
3,495,94,459,0.55611736,book,162739
2,533,92,499,0.53302634,book,162739
2,481,93,451,0.5009153,book,162739
113,672,480,478,0.9061497,person,162966
145,244,480,0,0.79339826,person,162966
30,42,100,5,0.6071229,book,162966
242,150,350,112,0.582096,tie,162966
186,471,247,440,0.57627666,book,162966
31,60,100,25,0.52105826,book,162966
378,143,436,0,0.75627625,book,163115
401,143,453,0,0.6651316,book,163115
123,456,397,141,0.6161511,person,163115
1,452,93,414,0.61366373,book,163115
1,464,93,427,0.6023266,book,163115
248,297,363,246,0.5756418,tie,163115
426,131,467,1,0.5725637,book,163115
1,494,93,459,0.547806,book,163115
3,533,91,499,0.50309914,book,163115
61,674,477,432,0.9096195,person,163614
197,273,318,150,0.5886613,potted plant,163614
436,650,480,592,0.508881,spoon,163614
61,720,472,436,0.8944684,person,164304
93,494,300,356,0.8570727,person,164304
68,221,470,51,0.79702675,person,164304
281,247,356,201,0.79129696,cup,164304
265,327,314,296,0.78469074,cup,164304
218,198,318,145,0.7651535,tie,164304
141,352,282,213,0.7077079,person,164304
263,463,308,424,0.7059218,cup,164304
67,314,152,256,0.65051925,person,164304
295,466,349,425,0.6472397,cup,164304
52,402,177,334,0.59913975,person,164304
65,256,180,204,0.5854817,person,164304
54,212,170,175,0.57805777,person,164304
295,308,325,269,0.5603778,cup,164304
259,500,454,121,0.515711,dining table,164304
22,411,475,18,0.8794753,person,165104
28,715,470,336,0.7647076,person,165104
32,720,476,380,0.97143185,person,165460
96,282,476,41,0.8711643,person,165460
139,717,317,664,0.6312382,person,165460
311,483,469,425,0.5262056,tie,165460
128,385,329,275,0.52342916,person,165460
6,230,476,37,0.9229535,person,166199
57,682,470,389,0.6543106,person,166199
23,501,478,73,0.9916856,person,167018
24,198,478,30,0.7153843,person,167285
12,463,471,3,0.96365756,person,167525
202,272,377,152,0.6498622,person,167793
112,548,426,460,0.8681797,person,168028
251,716,471,616,0.59060615,chair,168028
119,539,414,462,0.7499341,person,168400
252,716,473,616,0.66984653,chair,168400
210,332,292,257,0.53362197,tv,168582
115,524,404,447,0.6973487,person,168652
253,716,474,615,0.5946753,chair,168652
172,264,207,241,0.519131,clock,168704
195,160,473,6,0.5134749,person,168704
249,717,475,613,0.6515821,chair,168754
251,714,474,613,0.7185617,chair,168894
214,481,249,464,0.57724696,bottle,168894
0,686,478,10,0.85447085,person,168957
91,590,417,426,0.7014875,person,168957
14,251,472,2,0.9766688,person,169017
286,225,474,147,0.82382125,tie,169017
184,703,476,508,0.7852044,person,169017
427,609,477,562,0.73859626,tie,169017
420,615,479,527,0.560395,tie,169017
290,637,326,586,0.5351041,toothbrush,169017
72,499,475,301,0.98181796,person,169503
222,652,475,525,0.9340473,tie,169503
5,716,475,523,0.9020607,person,169503
256,114,474,0,0.8064399,person,169503
26,532,473,75,0.98729587,person,169971
394,307,479,195,0.6257983,tie,169971
8,720,469,164,0.9845258,person,170039
87,575,473,175,0.9104056,person,170126
348,408,477,324,0.90209603,tie,170126
58,349,433,193,0.8335134,person,170126
73,452,478,22,0.7435895,person,170126
195,286,465,0,0.5664008,person,170126
105,477,139,455,0.8628671,clock,170414
186,532,363,476,0.84231234,person,170414
215,261,322,166,0.8418561,person,170414
174,424,349,379,0.7459879,person,170414
227,206,372,69,0.7253133,person,170414
289,130,329,117,0.5005015,tie,170414
72,614,478,197,0.9745947,person,170725
1,429,476,58,0.9788215,person,170829
218,685,326,606,0.8217798,person,170914
265,443,465,263,0.7981761,person,170914
171,265,284,215,0.66943467,person,170914
292,597,339,560,0.5917395,suitcase,170914
367,385,435,353,0.551193,tie,170914
199,604,312,559,0.515553,person,170914
354,340,480,219,0.9957926,tie,170985
30,655,468,47,0.986832,person,170985
3,720,474,243,0.90364397,person,171065
338,323,479,212,0.989717,tie,171144
19,543,469,5,0.9597273,person,171144
204,166,447,31,0.78842556,person,171199
177,435,266,382,0.7329755,person,171199
184,281,274,235,0.70398116,person,171199
170,498,303,439,0.6255176,person,171199
231,467,306,420,0.5479798,person,171199
180,539,255,503,0.5073361,person,171199
375,350,477,243,0.9979541,tie,171266
45,517,476,0,0.9943823,person,171266
9,719,471,248,0.9710106,person,172048
95,505,452,363,0.74914414,person,173038
173,173,377,73,0.5026612,person,173038
157,599,261,528,0.70940435,person,173367
135,664,229,599,0.5943631,person,173367
128,607,238,561,0.55157304,person,173367
23,720,474,463,0.8192272,person,173522
123,262,467,82,0.67288095,person,173522
363,546,478,463,0.9952917,tie,173641
126,719,473,352,0.98430365,person,173641
272,172,453,92,0.97582674,tie,173641
31,309,471,48,0.95240295,person,173641
369,330,479,266,0.97596526,tie,173765
30,513,479,132,0.9425837,person,173765
3,713,469,323,0.9934344,person,174122
392,489,478,380,0.5001712,tie,174122
342,339,476,232,0.8349352,chair,174369
346,654,471,527,0.76891047,chair,174369
220,324,262,287,0.6894309,person,174369
209,488,270,449,0.6620003,person,174369
330,467,435,362,0.6045453,chair,174369
215,424,277,390,0.5824372,person,174369
377,478,479,335,0.56965905,chair,174369
328,411,474,241,0.5599392,chair,174369
227,206,255,181,0.5265879,person,174369
218,332,248,311,0.51747125,person,174369
90,214,468,1,0.81301963,person,174620
296,140,479,0,0.6384939,person,174620
106,719,475,459,0.95714396,person,174692
72,256,475,2,0.90469736,person,174692
44,494,470,282,0.8440703,person,174692
250,602,474,540,0.5837262,tie,174692
182,419,301,363,0.56544214,tie,174692
227,195,476,137,0.53168976,tie,174692
0,301,469,0,0.9780592,person,174794
135,718,475,371,0.9738089,person,174794
420,615,478,535,0.8375929,tie,174794
400,245,477,166,0.6013143,tie,174794
272,492,467,262,0.5762849,potted plant,174794
82,602,436,274,0.80582124,person,175062
239,529,385,479,0.5627591,tie,175062
267,344,312,317,0.5057107,tie,175062
0,648,478,41,0.99247825,person,175357
89,200,449,0,0.63240564,potted plant,175357
28,509,475,14,0.9633118,person,175486
59,700,145,660,0.55825526,book,175486
58,717,147,679,0.54551,book,175486
58,686,144,643,0.5134817,book,175486
1,455,476,3,0.96914935,person,175603
291,719,476,418,0.7815462,potted plant,175603
32,506,476,12,0.9770746,person,175709
60,700,145,658,0.60061127,book,175709
417,312,479,211,0.59129107,tie,175709
59,687,144,643,0.57985514,book,175709
58,718,147,680,0.5521681,book,175709
150,450,434,130,0.80104375,person,175891
19,624,474,99,0.78205407,tv,175891
104,717,476,462,0.95712584,person,176151
74,250,475,2,0.90763533,person,176151
38,489,464,289,0.8254052,person,176151
246,616,471,549,0.66867006,tie,176151
130,236,189,214,0.53200275,book,176151
130,247,190,222,0.5087517,book,176151
184,413,278,361,0.507907,tie,176151
151,415,420,133,0.88254577,person,176394
361,320,395,281,0.7601573,tie,176394
23,612,464,91,0.758075,tv,176394
149,480,442,120,0.5957965,tv,176394
0,310,470,0,0.98753583,person,176583
133,720,475,372,0.9780004,person,176583
414,606,479,531,0.9198903,tie,176583
391,241,477,145,0.76660335,tie,176583
267,487,459,259,0.6862987,potted plant,176583
24,546,474,0,0.94444585,person,176715
0,318,33,240,0.66124505,car,177220
227,647,293,593,0.5947894,car,177220
203,180,254,95,0.5851265,car,177220
10,508,90,414,0.57217824,truck,177220
173,206,227,123,0.5474825,car,177220
55,447,477,280,0.9573086,person,178399
64,237,475,68,0.8344267,person,178399
37,686,477,430,0.79192066,person,178399
203,429,392,373,0.91541845,person,179199
124,602,166,569,0.8380837,clock,179199
194,365,387,311,0.82323384,person,179199
2,382,476,76,0.66982585,person,179578
73,597,471,341,0.5956255,person,179578
21,247,465,87,0.5077317,person,179578
4,272,410,0,0.9468838,person,179654
81,455,321,225,0.8838781,person,179654
78,641,241,496,0.8600452,person,179654
170,570,237,548,0.68627536,tie,179654
330,444,375,349,0.6735544,bowl,179654
56,419,303,211,0.8782628,person,179815
39,720,416,497,0.8296752,person,179815
39,360,314,135,0.7821642,person,179815
67,658,290,474,0.77729154,person,179815
90,434,263,296,0.73893076,person,179815
330,443,375,348,0.70870364,bowl,179815
4,154,350,0,0.5999003,person,179815
36,366,480,0,0.5688696,person,179815
17,616,469,50,0.9953391,person,179994
381,350,479,214,0.9884307,tie,179994
66,706,393,414,0.8886883,person,180048
204,304,265,280,0.8503721,tie,180048
18,392,480,1,0.8205924,person,180048
99,388,350,159,0.78240335,person,180048
203,716,285,669,0.6746747,chair,180048
101,454,159,426,0.64705783,book,180048
349,472,397,373,0.6260872,bowl,180048
104,431,159,406,0.5798162,book,180048
102,419,159,397,0.51040536,book,180048
199,717,478,564,0.6168764,car,180096
35,645,471,159,0.9981216,person,180156
306,473,476,316,0.99298775,tie,180156
199,315,279,288,0.92815626,tie,180332
67,711,396,417,0.9023737,person,180332
100,409,297,198,0.8787199,person,180332
98,379,351,119,0.72272885,person,180332
25,384,480,0,0.7055894,person,180332
351,471,397,375,0.6924176,bowl,180332
204,716,287,667,0.6821406,chair,180332
103,454,159,426,0.6442335,book,180332
319,718,440,587,0.56395036,person,180332
104,430,158,405,0.56255543,book,180332
88,272,391,72,0.5083409,person,180332
103,420,159,397,0.50607187,book,180332
22,174,480,0,0.5028762,person,180332
277,226,381,135,0.53192174,vase,180550
109,572,448,330,0.7756985,person,180759
210,720,457,63,0.5194787,bed,180759
219,133,283,109,0.53736764,person,181050
236,586,433,58,0.5656923,truck,181393
117,360,475,1,0.9270688,person,181445
230,688,354,349,0.83698654,car,181506
51,713,474,0,0.67114586,car,181700
193,598,242,511,0.72695506,car,182374
209,412,449,343,0.73133254,person,183116
50,618,474,76,0.5757092,person,183393
45,704,476,223,0.9827852,person,183609
38,602,480,67,0.7194515,person,183807
46,694,474,212,0.9703615,person,183994
26,609,480,49,0.7533135,person,184164
58,695,475,242,0.9941747,person,184316
21,591,480,47,0.7699586,person,184457
43,668,472,236,0.97266966,person,184530
32,589,480,54,0.9160272,person,184761
54,703,474,238,0.99135435,person,185028
26,591,480,59,0.8228737,person,185329
51,679,474,232,0.9511162,person,185619
45,598,480,89,0.9154888,person,185821
50,699,476,231,0.98482424,person,186096
36,602,480,56,0.7250991,person,186270
112,315,473,30,0.9550634,person,186495
109,712,461,440,0.80274117,person,186495
23,435,471,88,0.97491616,person,186713
35,531,474,176,0.9308598,person,186866
31,465,470,109,0.9906664,person,187009
0,233,476,0,0.8225682,person,187103
62,598,469,241,0.8005235,person,187103
117,701,418,6,0.60695684,airplane,187336
80,718,474,484,0.80479825,person,187615
70,571,464,237,0.65226614,person,187615
43,679,474,477,0.92526793,person,188338
119,424,470,172,0.9066146,person,188338
0,249,449,2,0.5455996,person,188338
51,663,477,256,0.7880658,person,189129
274,600,478,536,0.5996011,tie,189129
6,272,471,2,0.51011604,horse,189129
40,716,472,345,0.873417,person,189209
60,337,473,130,0.69992745,person,189327
57,658,474,136,0.6070391,person,189327
36,716,474,340,0.9537302,person,189442
40,374,472,3,0.88416255,person,189650
66,639,474,467,0.7346921,person,189650
39,359,476,189,0.50665253,person,189650
34,718,471,363,0.9112135,person,189994
31,720,471,361,0.5365588,dog,189994
27,661,472,127,0.77689767,person,190214
13,441,471,42,0.63847136,person,190214
34,718,471,353,0.96363723,person,190551
18,513,474,14,0.745008,person,190881
42,670,479,216,0.6757368,person,190881
288,557,475,500,0.5873967,tie,190881
35,716,474,332,0.9607946,person,190990
88,102,191,7,0.74493074,person,193233
186,583,265,530,0.7075651,person,193233
199,443,427,326,0.6690682,person,193233
233,191,417,76,0.6475708,person,193233
197,416,265,345,0.61836493,person,193233
358,716,429,569,0.5965893,chair,193233
173,635,209,597,0.5680708,tv,193233
191,305,447,18,0.55354476,tv,193233
149,651,205,630,0.5019753,person,193233
